document_count,evaluation_method,scoring_type,field_name,stats_name,tp,fp,fn,tn,accuracy,precision,recall,f1,jaccard
10,exact,string,first_body_section_paragraph,None,1,9,0,271,0.9679715302491103,0.1,1.0,0.18181818181818182,0.1
10,exact,string,acknowledgement,None,1,4,2,274,0.9786476868327402,0.2,0.3333333333333333,0.25,0.14285714285714285
10,exact,string,first_back_section_paragraph,None,3,4,2,272,0.9786476868327402,0.42857142857142855,0.6,0.5,0.3333333333333333
10,exact,string,first_reference_text,None,0,10,0,271,0.9644128113879004,0.0,0,0,0.0
10,exact,string,first_reference_title,None,5,2,0,274,0.9928825622775801,0.7142857142857143,1.0,0.8333333333333333,0.7142857142857143
10,exact,string,first_reference_year,None,5,5,0,271,0.9822064056939501,0.5,1.0,0.6666666666666666,0.5
10,exact,string,first_reference_source,None,4,5,1,271,0.9786476868327402,0.4444444444444444,0.8,0.5714285714285714,0.4
10,exact,string,first_reference_publication_type,None,7,3,0,271,0.9893238434163701,0.7,1.0,0.8235294117647058,0.7
10,exact,string,first_reference_volume,None,5,4,0,272,0.9857651245551602,0.5555555555555556,1.0,0.7142857142857143,0.5555555555555556
10,exact,string,first_reference_fpage,None,5,4,0,272,0.9857651245551602,0.5555555555555556,1.0,0.7142857142857143,0.5555555555555556
10,exact,string,first_reference_lpage,None,1,8,0,272,0.9715302491103203,0.1111111111111111,1.0,0.19999999999999998,0.1111111111111111
10,exact,string,first_reference_doi,None,0,0,0,281,1.0,0,0,0,0
10,exact,string,first_reference_pmid,None,0,0,5,276,0.9822064056939501,0,0.0,0,0.0
10,exact,string,first_reference_pmcid,None,0,0,0,281,1.0,0,0,0,0
10,exact,string,first_all_section_paragraph,None,1,9,0,271,0.9679715302491103,0.1,1.0,0.18181818181818182,0.1
10,exact,string,None,micro,None,None,None,None,0.9827995255041518,0.38181818181818183,0.8181818181818182,0.5206611570247934,0.35195530726256985
10,exact,string,None,macro,None,None,None,None,0.9827995255041518,0.28893849206349204,0.5930555555555556,0.36821524064171113,0.28015873015873016
10,levenshtein,string,title,None,7,3,0,244,0.9881889763779528,0.7,1.0,0.8235294117647058,0.7
10,levenshtein,string,abstract,None,5,3,1,245,0.984251968503937,0.625,0.8333333333333334,0.7142857142857143,0.5555555555555556
10,levenshtein,string,first_author_surname,None,6,4,0,244,0.984251968503937,0.6,1.0,0.7499999999999999,0.6
10,levenshtein,string,corresp_author_surnames,None,0,3,1,250,0.984251968503937,0.0,0.0,0,0.0
10,levenshtein,string,first_author_given_name,None,7,3,0,244,0.9881889763779528,0.7,1.0,0.8235294117647058,0.7
10,levenshtein,string,corresp_author_given_names,None,0,3,1,250,0.984251968503937,0.0,0.0,0,0.0
10,levenshtein,string,first_author_full_name,None,6,4,0,244,0.984251968503937,0.6,1.0,0.7499999999999999,0.6
10,levenshtein,string,corresp_author_full_names,None,0,3,1,250,0.984251968503937,0.0,0.0,0,0.0
10,levenshtein,string,corresp_author_emails,None,0,3,0,251,0.9881889763779528,0.0,0,0,0.0
10,levenshtein,string,first_body_section_paragraph,None,6,4,0,244,0.984251968503937,0.6,1.0,0.7499999999999999,0.6
10,levenshtein,string,acknowledgement,None,3,2,2,247,0.984251968503937,0.6,0.6,0.6,0.42857142857142855
10,levenshtein,string,first_back_section_paragraph,None,5,2,2,245,0.984251968503937,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5555555555555556
10,levenshtein,string,first_reference_text,None,7,3,0,244,0.9881889763779528,0.7,1.0,0.8235294117647058,0.7
10,levenshtein,string,first_reference_title,None,5,2,0,247,0.9921259842519685,0.7142857142857143,1.0,0.8333333333333333,0.7142857142857143
10,levenshtein,string,first_reference_year,None,5,5,0,244,0.9803149606299213,0.5,1.0,0.6666666666666666,0.5
10,levenshtein,string,first_reference_source,None,4,5,1,244,0.9763779527559056,0.4444444444444444,0.8,0.5714285714285714,0.4
10,levenshtein,string,first_reference_publication_type,None,7,3,0,244,0.9881889763779528,0.7,1.0,0.8235294117647058,0.7
10,levenshtein,string,first_reference_volume,None,5,4,0,245,0.984251968503937,0.5555555555555556,1.0,0.7142857142857143,0.5555555555555556
10,levenshtein,string,first_reference_fpage,None,5,4,0,245,0.984251968503937,0.5555555555555556,1.0,0.7142857142857143,0.5555555555555556
10,levenshtein,string,first_reference_lpage,None,1,8,0,245,0.968503937007874,0.1111111111111111,1.0,0.19999999999999998,0.1111111111111111
10,levenshtein,string,first_reference_doi,None,0,0,0,254,1.0,0,0,0,0
10,levenshtein,string,first_reference_pmid,None,0,0,5,249,0.9803149606299213,0,0.0,0,0.0
10,levenshtein,string,first_reference_pmcid,None,0,0,0,254,1.0,0,0,0,0
10,levenshtein,string,first_all_section_paragraph,None,6,4,0,244,0.984251968503937,0.6,1.0,0.7499999999999999,0.6
10,levenshtein,string,None,micro,None,None,None,None,0.9854002624671916,0.5454545454545454,0.8653846153846154,0.6691449814126395,0.5027932960893855
10,levenshtein,string,None,macro,None,None,None,None,0.9854002624671917,0.4175099206349206,0.6644841269841271,0.5009453781512604,0.3990079365079365
